# index, _pos
4774,"array([-268.29700974,  555.20083633])"
4775,"array([764.48454194,  16.58280924])"
4776,"array([ 3576.58448799, -2576.45018492])"
4777,"array([2432.6509508 , 1236.53828012])"
4778,"array([1494.13084566, 5213.70848171])"
4779,"array([ 3659.00097922, -2597.06098413])"
4780,"array([ 5636.62814954, -4877.84206058])"
4781,"array([-488.90617207, -154.14840304])"
4782,"array([ -46.77954225, -282.88856595])"
4783,"array([-4441.08187254,  3473.12834672])"
4784,"array([ 452.49843011, 5538.12840965])"
4785,"array([4708.73352724, 2564.10565741])"
4786,"array([4250.92309865,  989.29342775])"
4787,"array([-3182.58120428, -4294.39703072])"
4788,"array([3453.13207473, 3236.53570465])"
4789,"array([7490.5555606 , 1806.09708508])"
4790,"array([ 2506.92652771, -3854.24305814])"
4791,"array([-5815.51385164, -3364.2938235 ])"
4792,"array([-3672.53497345,  -492.4183418 ])"
4793,"array([-533.70896467,  416.37333109])"
4794,"array([-6923.72128911,  -751.77026591])"
4795,"array([3909.62843983, 1397.42576612])"
4796,"array([ 4138.24057128, -1515.8652154 ])"
4797,"array([ 3894.90422802, -3838.90716127])"
4798,"array([-165.54292134, -322.40607619])"
4799,"array([    7.7498859 , -5242.99987457])"
4800,"array([-2240.52594729,  5255.84772148])"
4801,"array([ -22.73372207, 5760.21472427])"
4802,"array([ -229.71718878, -4929.22624831])"
4803,"array([2490.45967695, 1995.75430391])"
4804,"array([3151.05044857, 2807.41677843])"
4805,"array([-2229.88588098,  1498.33809006])"
4806,"array([-5305.00854084, -3844.29161193])"
4807,"array([-1280.87123766,  7319.30101633])"
4808,"array([ 318.8387643 , 6093.72910971])"
4809,"array([2106.38361757, 6244.75066828])"
4810,"array([ 210.74777645, 5523.75321596])"
4811,"array([-6088.50146661,  -319.4284455 ])"
4812,"array([-3844.68487275,  2184.60249156])"
4813,"array([-4366.60017519,   431.36269143])"
4814,"array([235.08720346, 439.54862229])"
4815,"array([5985.58257755, -324.4170951 ])"
4816,"array([-4200.7821363 ,  4081.80938445])"
4817,"array([-6547.79732501, -1966.89670421])"
4818,"array([ -584.46207298, -5869.24198909])"
4819,"array([-326.39174788, 1306.48577712])"
4820,"array([  -6.27870424, 5109.06219725])"
4821,"array([ 4145.66566767, -1131.95228055])"
4822,"array([372.60044801, 153.05680991])"
4823,"array([-5672.57555242, -1989.64976654])"
4824,"array([-2181.5938269 ,   996.63081279])"
4825,"array([-644.80290705,  243.50434347])"
4826,"array([4796.49908341, 1682.08717565])"
4827,"array([ 5105.87988667, -4078.57582682])"
4828,"array([1939.07972337, 2211.17720629])"
4829,"array([-5496.0092095, -1982.1963053])"
4830,"array([-1154.58474601,  5143.93127135])"
4831,"array([-2205.26855815, -2770.47097182])"
4832,"array([ 1133.24150914, -4679.53847473])"
4833,"array([  -17.96122342, -5162.15277414])"
4834,"array([ 884.77936687, -221.08528223])"
4835,"array([ 953.99152504, -286.62574646])"
4836,"array([-713.52904704,  239.8011512 ])"
4837,"array([  574.74318778, -4476.51325068])"
4838,"array([-7214.90020001, -1259.425758  ])"
4839,"array([1155.02280207, 3881.40486441])"
4840,"array([  632.80750424, -6150.56290917])"
4841,"array([-152.23184744, 2706.9294768 ])"
4842,"array([-2515.92893763,  1936.62778243])"
4843,"array([2662.91064909, 2339.01666635])"
4844,"array([3686.80627609, 1079.98180461])"
4845,"array([-4101.67769118,  2468.08867668])"
4846,"array([196.04853754,  29.10353155])"
4847,"array([214.73099324, 842.38288138])"
4848,"array([ 3841.73285006, -2134.47339721])"
4849,"array([-4316.67596213,  -637.09514654])"
4850,"array([2559.72852319, 4875.44597162])"
4851,"array([ 7018.19058798, -3031.03594726])"
4852,"array([-1027.18647547,  3920.07927597])"
4853,"array([-1290.2703555 , -4295.87362324])"
4854,"array([3398.75575564, 5993.75811809])"
4855,"array([ 4004.16702717, -2889.58601903])"
4856,"array([-1633.35338386, -2984.19039445])"
4857,"array([-3359.5304315 , -2408.69247083])"
4858,"array([-771.11891875, 3118.38897148])"
4859,"array([2329.53461738, 2973.79272397])"
4860,"array([-1439.28967139, -5102.53571794])"
4861,"array([ 2877.36357014, -3406.29244618])"
4862,"array([7318.91936157, -967.24056802])"
4863,"array([3882.74134115, 1824.53837481])"
4864,"array([-4514.41768229, -3181.35902404])"
4865,"array([3044.03391548, -139.85865629])"
4866,"array([-5752.69568985,  2344.86918204])"
4867,"array([1690.12450248, 3641.64408537])"
4868,"array([-160.84326791,  544.74000134])"
4869,"array([1109.06263382, 5485.51247385])"
4870,"array([-224.64463649,  395.55394619])"
4871,"array([3459.99941192, 4953.81559891])"
4872,"array([1895.15282735, 1765.02005207])"
4873,"array([-3561.04666479,  1660.32113454])"
4874,"array([4287.09395248,  -59.27313719])"
4875,"array([-214.57150526, -397.75114467])"
4876,"array([ 469.29155804, 6190.59844484])"
4877,"array([474.95079723, 317.65721813])"
4878,"array([-196.26587256, -320.31700337])"
4879,"array([-6148.01399865,  -481.41258265])"
4880,"array([-6157.5475336 ,   291.03722665])"
4881,"array([ 4068.88115566, -2829.48691668])"
4882,"array([5937.43296511, 1688.0359012 ])"
4883,"array([-3099.65715148, -2880.74622668])"
4884,"array([  951.79249392, -3643.87802296])"
4885,"array([-6769.53124122,  1049.77178517])"
4886,"array([-3735.7034689 ,  4044.61510833])"
4887,"array([2955.41845175, 4813.82961508])"
4888,"array([6131.04979505,  924.25374445])"
4889,"array([ 5826.33598173, -3672.82727303])"
4890,"array([2028.59422463, 3549.8758454 ])"
4891,"array([ 3891.35750977, -6201.22071572])"
4892,"array([3420.44498732, 1046.5046482 ])"
4893,"array([ 875.90698999, 5904.18451506])"
4894,"array([3622.26929633, 4120.23424157])"
4895,"array([1131.56713202, 6302.06205167])"
4896,"array([-239.34133966,  218.59517597])"
4897,"array([3133.42627363, -354.94372663])"
4898,"array([1817.7537756 , 5319.26155378])"
4899,"array([4038.39903585, 3832.14995157])"
4900,"array([ 3071.38429148, -6645.11354508])"
4901,"array([ 4984.7678908 , -1541.15305932])"
4902,"array([4791.757769  , 5200.27211065])"
4903,"array([-5082.41465533,  -358.0753299 ])"
4904,"array([ 2754.56811744, -4593.56519954])"
4905,"array([-3570.47129274, -1430.21907538])"
4906,"array([ 1468.93490259, -6658.68185835])"
4907,"array([-4302.17922413,  2790.04374318])"
4908,"array([ 4639.11128018, -1769.33809621])"
4909,"array([ 3049.03437426, -3904.01608977])"
4910,"array([ -178.92724536, -4290.26576483])"
4911,"array([-6349.89929028,  1202.39304679])"
4912,"array([   78.87501693, -6475.6142252 ])"
4913,"array([7552.88967012,  516.40542139])"
4914,"array([-3607.31731703,  -713.88685141])"
4915,"array([ 2159.81641164, -2527.43586952])"
4916,"array([-4858.1181916 , -2430.92440023])"
4917,"array([3856.13712374,  183.35913438])"
4918,"array([-1311.50964515,  4459.47272768])"
4919,"array([3597.96904994, 4487.84472774])"
4920,"array([-3149.30591568,  1482.1338755 ])"
4921,"array([ 364.67776995, 7043.66847159])"
4922,"array([ 3022.42518402, -1400.65939064])"
4923,"array([-2229.08508616,  6771.37763833])"
4924,"array([3483.99535417, -360.81924042])"
4925,"array([  863.20689646, -2623.32900463])"
4926,"array([3893.2382948 , 2422.65610518])"
4927,"array([ 2296.2367466 , -6677.42881996])"
4928,"array([  813.05178636, -5865.97669844])"
4929,"array([ 3240.94357364, -3541.32473956])"
4930,"array([-3000.23955378, -1419.95232759])"
4931,"array([2593.31199469, 6106.51279587])"
4932,"array([ 6559.74619735, -1068.00657598])"
4933,"array([6801.00241768, 1448.92796105])"
4934,"array([-1335.86484529, -3982.62054894])"
4935,"array([  65.71612862, 4108.67101397])"
4936,"array([2814.76320062, 1872.58491953])"
4937,"array([6130.92374103, 4362.43510107])"
4938,"array([1970.1555788 , 2532.00224852])"
4939,"array([ 3916.08944006, -1308.31850615])"
4940,"array([-2068.25646795,  3063.45652033])"
4941,"array([ -785.70687287, -6157.27452416])"
4942,"array([ 2359.68721029, -1011.08526863])"
4943,"array([3937.39387331, -531.39434504])"
4944,"array([-6440.15535699,  1980.26467289])"
4945,"array([-5095.99181818,  1954.72621083])"
4946,"array([-2101.77704998, -4308.48169749])"
4947,"array([ 5090.46347635, -3384.71613541])"
4948,"array([ -114.57831058, -4497.71678599])"
4949,"array([-4371.84950712, -3938.64320621])"
4950,"array([1837.95674245, 4563.73140787])"
4951,"array([-1864.89404958,  6922.27038854])"
4952,"array([-32.77619673,  83.05929418])"
4953,"array([-2901.65124424,  4996.46078241])"
4954,"array([  52.82599552, 3849.55738624])"
4955,"array([  24.62751777, 3832.90071997])"
4956,"array([ 4196.63862733, -1199.62863341])"
4957,"array([ -397.56270772, -3116.28523489])"
4958,"array([-1878.24472902,  2280.16493676])"
4959,"array([-452.61578153, -357.53834738])"
4960,"array([ 237.53156896, -276.63491696])"
4961,"array([ -406.01350306, -4435.66915908])"
4962,"array([ 4543.98875555, -2077.27036223])"
4963,"array([-4168.65047596,  4186.1944084 ])"
4964,"array([-3059.68044919, -1846.49075845])"
4965,"array([-5052.57635338,  5517.86941757])"
4966,"array([-232.65521861,   98.173345  ])"
4967,"array([-44.25191557, 289.38013955])"
4968,"array([ 3460.63142297, -3532.31789629])"
4969,"array([ 2143.01022297, -5055.58454726])"
4970,"array([-2611.32737588, -4501.6185653 ])"
4971,"array([ 470.30991327, 5813.92600256])"
4972,"array([ -217.15616103, -2175.1167727 ])"
4973,"array([4010.98513682, 4175.95578978])"
4974,"array([-4348.86687518,  -557.17966455])"
4975,"array([ 128.74139232, -161.93766256])"
4976,"array([-1005.06859493,  3442.85771635])"
4977,"array([-4932.16338643, -1894.22179412])"
4978,"array([-6924.85745395,  -137.40912154])"
4979,"array([-1363.91915665,  3004.22852932])"
4980,"array([4264.64271693, -286.80459328])"
4981,"array([2372.35589543,  146.93464616])"
4982,"array([ 136.27598455, 2499.26226535])"
4983,"array([129.39313104, 307.9871042 ])"
4984,"array([-3377.81657538, -1316.97493672])"
4985,"array([ 1420.42982064, -6506.1683535 ])"
4986,"array([5300.1015089 , -145.03988565])"
4987,"array([ 939.41451897, 4899.96529299])"
4988,"array([-421.05296911,  607.22880365])"
4989,"array([-328.35261492,  327.07560296])"
4990,"array([-2156.88589556,  2075.51461137])"
4991,"array([ 1132.55081261, -2979.99937816])"
4992,"array([-3320.85578043,  5844.45274678])"
4993,"array([ 4020.61787635, -3938.19878839])"
4994,"array([-2283.32821604,  2935.51292085])"
4995,"array([-3925.16267721,  2497.53923039])"
4996,"array([3541.07454468, 6138.78239227])"
4997,"array([-4986.55648451,   -58.76301886])"
4998,"array([-2707.68315927, -1324.89300807])"
4999,"array([ 3123.26006346, -1248.55542296])"
5000,"array([2731.69389706, 2379.93565927])"
5001,"array([-4810.44679086,  -472.7974026 ])"
5002,"array([5507.04388096, 3766.27311225])"
5003,"array([-1974.70653008, -2801.28961541])"
5004,"array([-289.53234004, 5974.39312632])"
5005,"array([-2899.17794343,  5332.3791226 ])"
5006,"array([-2701.619863  , -1050.07994605])"
5007,"array([-4368.21556811, -5583.10606413])"
5008,"array([-5011.35003433, -2150.66560643])"
5009,"array([-2056.224606  , -2816.27264054])"
5010,"array([ -290.11595097, -3996.00013085])"
5011,"array([-3891.05830815, -2439.62993583])"
5012,"array([-4064.12412738,    68.13932302])"
5013,"array([-3402.97572571, -3200.95581366])"
5014,"array([ -963.83277157, -6533.5358852 ])"
5015,"array([ 1773.17779456, -4188.86456862])"
5016,"array([-1698.52996243, -5330.35672413])"
5017,"array([-3955.9220354 ,  1332.67015866])"
5018,"array([6667.4937384 , 1998.61051661])"
5019,"array([-215.47175531, 6470.85114237])"
5020,"array([ 4226.94180614, -4573.78433769])"
5021,"array([1790.19056475, 2173.93291227])"
5022,"array([ 1541.85346275, -6193.15796524])"
5023,"array([3853.60589347, 4296.28813104])"
5024,"array([3390.93062045, 4185.76618273])"
5025,"array([3944.96493069, 3326.9137666 ])"
5026,"array([2485.56057026, 2872.8810098 ])"
5027,"array([-4782.0810415 ,  3790.41143417])"
5028,"array([-6918.42786173,  1632.3848389 ])"
5029,"array([ -154.50057481, -5250.53160812])"
5030,"array([ 508.69253038, 6692.92532003])"
5031,"array([-3601.32806053, -1356.90330878])"
5032,"array([-5625.07544508,   370.2171802 ])"
5033,"array([-6199.34227555,  1510.11418687])"
5034,"array([ -415.35054894, -3331.17352493])"
5035,"array([4694.80839944, 3953.97034965])"
5036,"array([ 6535.06489593, -2093.56773161])"
5037,"array([2523.50533875, -766.37228678])"
5038,"array([ 1989.86642263, -6937.31779779])"
5039,"array([-155.9932986 , 3679.96605763])"
5040,"array([-1032.42910242,  4816.11332564])"
5041,"array([-4718.25948253,  3847.51126173])"
5042,"array([ 145.16400352, 7674.04900032])"
5043,"array([ 3439.65336009, -5178.58001858])"
5044,"array([-3490.23594427,  5960.71294371])"
5045,"array([5955.75424718, -595.56816482])"
5046,"array([3445.61390381,  766.11166596])"
5047,"array([ 1132.06947791, -1996.19296622])"
5048,"array([ 3584.63794578, -5468.06584081])"
5049,"array([3521.14735905, 1915.34221832])"
5050,"array([-5662.82598793,   764.43805214])"
5051,"array([ 3341.07379009, -4366.84476804])"
5052,"array([76.09580401,  1.06006528])"
5053,"array([5524.20278204, 1896.51831283])"
5054,"array([-4051.41834247,  6070.02987052])"
5055,"array([393.00144477, 426.14765999])"
5056,"array([618.50876372, 394.44577988])"
5057,"array([-83.68418069,  -4.06634193])"
5058,"array([-3255.71449655, -6112.38469946])"
5059,"array([ 3965.01147871, -3152.15157651])"
5060,"array([-469.23070956,  618.39262986])"
5061,"array([612.29731796, 116.66940621])"
5062,"array([ 387.4750437, -513.8916283])"
5063,"array([5406.42933311, -728.87813659])"
5064,"array([-4296.36206328,  4626.42722402])"
5065,"array([-412.08195134, -291.14715458])"
5066,"array([ 2790.88732292, -4363.26379719])"
5067,"array([ 522.91237047, -230.01538391])"
5068,"array([4698.73037895, 3460.53073615])"
5069,"array([ 6401.92631632, -2624.23891245])"
5070,"array([ -236.73544423, -6614.30846376])"
5071,"array([-7105.90652257,  -234.52986132])"
5072,"array([ 2764.22269719, -2812.42984977])"
5073,"array([4652.56788368, -828.55375387])"
5074,"array([5393.64301146, 4971.04423298])"
5075,"array([1017.49981811, 6939.81216884])"
5076,"array([-477.58942883, 4459.788515  ])"
5077,"array([-173.18787556, 7164.66173775])"
5078,"array([-369.7604738 ,  434.20823259])"
5079,"array([ -849.95901649, -4675.72728773])"
5080,"array([ -591.66524996, -5776.04174828])"
5081,"array([-6420.98843097,   -78.68468152])"
5082,"array([ 5476.07425889, -1350.30217657])"
5083,"array([-3821.56431705,  -587.17412108])"
5084,"array([-3840.43158993,  -559.81130517])"
5085,"array([-2796.90410721, -5507.59937041])"
5086,"array([-4853.93681747, -1666.09884255])"
5087,"array([ 163.44308388, -830.92341235])"
5088,"array([-2489.85090983, -2446.98552925])"
5089,"array([-3702.24089426,  3482.809252  ])"
5090,"array([ 923.39162361, 5981.6021912 ])"
5091,"array([  -36.52357831, -6251.68919833])"
5092,"array([ -66.46269438, 3362.14323412])"
5093,"array([-1977.1299266 ,  5735.42885555])"
5094,"array([-3279.69761127,  3019.7455438 ])"
5095,"array([-3846.53759298,  -773.12625164])"
5096,"array([1936.89242649, 2764.65745682])"
5097,"array([  -12.97937038, -3383.1709005 ])"
5098,"array([-457.80547971, 3755.78931964])"
5099,"array([-2339.64925396, -5171.78512239])"
5100,"array([   25.49129242, -5592.22377765])"
5101,"array([ 4401.51148621, -2461.12456337])"
5102,"array([-6096.60447556,   986.58265963])"
5103,"array([1596.65784288, 3502.8372714 ])"
5104,"array([-2290.56068485, -1053.74072004])"
5105,"array([1750.29867918, 4140.76919556])"
5106,"array([-3043.7494178 , -1492.39671486])"
5107,"array([161.70400423, -90.38836418])"
5108,"array([-4183.43524783, -3524.04686094])"
5109,"array([ 583.8435152 , -210.09093729])"
5110,"array([ -171.13421978, -6112.93598272])"
5111,"array([ 1718.97541851, -3974.05328194])"
5112,"array([3502.25870634, -558.50804412])"
5113,"array([1647.70020197, 7028.05207063])"
5114,"array([ 1944.57887687, -2407.97072603])"
5115,"array([ 6767.67059092, -3276.65130805])"
5116,"array([  61.66172472, -219.43457607])"
5117,"array([ 6826.7269896 , -3406.72168645])"
5118,"array([-4572.21617109, -1654.64048471])"
5119,"array([ 760.01564091, 7589.84439046])"
5120,"array([-3740.73389511,  1644.03612414])"
5121,"array([ 1012.62578592, -7046.99190857])"
5122,"array([ 2375.33952297, -2964.8177972 ])"
5123,"array([-6420.85281667,  2965.87255058])"
5124,"array([2547.84520083, 5055.70368819])"
5125,"array([-18.854723  ,   1.78328933])"
5126,"array([-5721.6075293 , -2945.45668155])"
5127,"array([-4145.41834239, -1182.5751961 ])"
5128,"array([-4795.91960086, -1227.37591135])"
5129,"array([3013.3326532 , 5380.54805738])"
5130,"array([-426.23293325,  518.55122529])"
5131,"array([ 867.30319402, -227.06931143])"
5132,"array([7.11399083e+03, 5.09966687e+00])"
5133,"array([4594.13580063, -238.63636693])"
5134,"array([148.8204556 ,  22.89401329])"
5135,"array([-2155.61532833, -5946.84833279])"
5136,"array([297.39578593, -63.05847106])"
5137,"array([4093.98370327, 3041.01595164])"
5138,"array([ 2778.79463351, -3550.37224657])"
5139,"array([ 3810.8126235 , -2315.65088953])"
5140,"array([ 5175.75531746, -2840.04245885])"
5141,"array([-4006.54349475, -6174.79495615])"
5142,"array([ 2084.84241491, -2570.86795231])"
5143,"array([  4.49030901, 371.12565122])"
5144,"array([-205.03511931, 2882.52231876])"
5145,"array([-2976.07289927, -1824.17933658])"
5146,"array([ 949.07711293, 4642.92046629])"
5147,"array([6053.03830851, 3505.81642695])"
5148,"array([-110.35404405, 4709.36133693])"
5149,"array([-5360.3975481 ,  -592.17135979])"
5150,"array([ 3631.19518177, -4232.30696211])"
5151,"array([-4167.95514543,  4978.98539521])"
5152,"array([ 1677.52017257, -4728.96815219])"
5153,"array([-2507.72842477, -2841.85536827])"
5154,"array([1953.87012586, 4475.53259848])"
5155,"array([ 5331.90192168, -2095.66621143])"
5156,"array([-606.04817917, 3570.35821026])"
5157,"array([-1094.09058297,  6657.93220802])"
5158,"array([ 1171.94250693, -4037.44987235])"
5159,"array([-7502.29204761,   831.77702368])"
5160,"array([-1661.6238954 ,  5759.50909782])"
5161,"array([ 1609.26705513, -3619.64608988])"
5162,"array([-358.8167197 , -463.70821516])"
5163,"array([-5061.11471651,  -773.5385894 ])"
5164,"array([413.9768759 , 393.72059837])"
5165,"array([ 5100.66447802, -1358.38083224])"
5166,"array([-11.73927971, -83.50291399])"
5167,"array([ 1495.17147405, -3901.95614564])"
5168,"array([-6325.14400504,   -23.9398097 ])"
5169,"array([2571.71632317, 3391.92232434])"
5170,"array([ 3035.42364545, -5002.15043608])"
5171,"array([-1616.09976774,  1687.50448745])"
5172,"array([-66.62469423, 566.19084815])"
5173,"array([-2539.33717762,  2637.65712078])"
5174,"array([3783.25494358, 3006.27614711])"
5175,"array([-140.62021344,  367.07073597])"
5176,"array([5744.41755698,  980.00119464])"
5177,"array([3525.1957369 , 2957.52858575])"
5178,"array([ 570.49816261, 2813.96228283])"
5179,"array([3816.50415046, 1275.98103784])"
5180,"array([3676.62758606,  -44.63500663])"
5181,"array([-139.75299572,  799.67619795])"
5182,"array([-201.05670332,  757.74880338])"
5183,"array([5109.08130743, 1545.44603014])"
5184,"array([-206.44293341, -299.96773778])"
5185,"array([-2825.56495976, -4416.61722346])"
5186,"array([-1644.14554216, -4047.42685258])"
5187,"array([-1133.05843189,  2352.32540096])"
5188,"array([ 3048.88425232, -2350.05378155])"
5189,"array([ 4203.78337422, -4837.07851844])"
5190,"array([-5267.48575068,  4790.0690892 ])"
5191,"array([2687.49653677, 5038.2625955 ])"
5192,"array([-3836.09040353,  4261.27428115])"
5193,"array([-4442.12832069,  -742.00850773])"
5194,"array([-168.96323643,  142.12745222])"
5195,"array([3758.66006115, 2320.63953339])"
5196,"array([2302.84840768, 5753.58703926])"
5197,"array([ 2886.06598255, -4957.94919239])"
5198,"array([1437.92632566, 3257.47607363])"
5199,"array([2658.85302811, 1000.83546416])"
5200,"array([3866.21434585, 3005.62526006])"
5201,"array([  328.0067779 , -2669.84468833])"
5202,"array([ 164.93961548, -740.58919959])"
5203,"array([ 313.10714859, 3380.0790141 ])"
5204,"array([ 4465.38718377, -5060.58013255])"
5205,"array([-5804.82367404,   521.20095827])"
5206,"array([ 5744.02865433, -3587.12780663])"
5207,"array([-253.17995207, 4048.83304122])"
5208,"array([ 2392.46059004, -3965.18002241])"
5209,"array([ 42.68879736, 405.66000378])"
5210,"array([-157.0270569 ,  486.86381497])"
5211,"array([2560.54093889, 2376.16608922])"
5212,"array([ 256.29668114, 3669.74329417])"
5213,"array([5307.97502441, -930.51977714])"
5214,"array([ 3628.72620078, -3155.60814885])"
5215,"array([ 4780.96284463, -3064.18520332])"
5216,"array([334.36240298, 937.86150719])"
5217,"array([5459.17303477, 4819.58214453])"
5218,"array([498.19879254, -77.16937706])"
5219,"array([1888.41677527, 5265.70756921])"
5220,"array([ 1286.3347443 , -5204.82819736])"
5221,"array([ 203.27260875, 5009.25603422])"
5222,"array([-2953.35737637,  2947.585182  ])"
5223,"array([-1905.77086474, -3488.97033742])"
5224,"array([5860.44020699, 1546.83032596])"
5225,"array([-888.76149256, -345.8826999 ])"
5226,"array([ 2932.04119298, -5036.06496136])"
5227,"array([  33.90295009, -250.78068526])"
5228,"array([ 884.42412538, 4026.66731436])"
5229,"array([-3700.1659325,  5153.9879298])"
5230,"array([ 239.00739172, -221.5263003 ])"
5231,"array([-1864.91064398,  5989.64677128])"
5232,"array([-4883.3029627,  4178.6203837])"
5233,"array([116.87226181,  98.84779603])"
5234,"array([ 1513.80835222, -3501.35240624])"
5235,"array([ 1707.49290096, -4561.45725008])"
5236,"array([-2734.473586  ,  6035.94808538])"
5237,"array([1969.39290976, 3205.74128391])"
5238,"array([ 4547.43328435, -2222.29287886])"
5239,"array([-3811.435678  ,  -302.10404536])"
5240,"array([-373.22841645, -323.21065621])"
5241,"array([-553.24995318,  144.39125007])"
5242,"array([-2634.01600387, -5540.26301915])"
5243,"array([-2387.35399793, -4582.81916898])"
5244,"array([ 1096.40143078, -3281.90325888])"
5245,"array([   74.78689117, -5187.81689124])"
5246,"array([189.75673168, 214.88442706])"
5247,"array([-7095.47709675, -2173.22590839])"
5248,"array([4684.35846301, -746.17842561])"
5249,"array([4655.52733605, 2852.90953989])"
5250,"array([5043.59674805, -693.98677608])"
5251,"array([18.85266502,  2.27494029])"
5252,"array([-934.11178412, 5322.305918  ])"
5253,"array([1827.12956329, 7145.08551344])"
5254,"array([ 1284.00560141, -4318.25853149])"
5255,"array([570.42872425, 802.34948084])"
5256,"array([ 1083.83247366, -3539.59821208])"
5257,"array([ 1101.89852646, -3511.60723415])"
5258,"array([7291.29226247,  808.59103489])"
5259,"array([-339.65554473,  130.46073183])"
5260,"array([-2240.43920823, -3143.32664432])"
5261,"array([-6003.05600512, -2793.14039761])"
5262,"array([340.79662731, -92.5101381 ])"
5263,"array([ 4694.88222771, -5652.83779802])"
5264,"array([ 1553.3373027 , -5921.21980802])"
5265,"array([ 5431.56890546, -1276.81242326])"
5266,"array([231.80026679,  39.02149396])"
5267,"array([ 339.10045745, -535.35855208])"
5268,"array([ 240.1294518 , 3017.24475182])"
5269,"array([ 5379.76155187, -1884.63226812])"
5270,"array([-2518.68834809,  2171.89167819])"
5271,"array([ 364.62322078, -543.53784296])"
5272,"array([5656.69326442,  990.23795656])"
5273,"array([ 3798.28222861, -4890.04704721])"
5274,"array([-6146.75325174,   813.41790916])"
5275,"array([-3954.12517394,  3963.46105164])"
5276,"array([ 3836.8286977 , -3265.59735553])"
5277,"array([-2211.19094774, -6472.81449153])"
5278,"array([ 4100.51783184, -6358.52764823])"
5279,"array([ 3820.80862789, -3046.22716978])"
5280,"array([-4959.55504262,  4944.51316164])"
5281,"array([2712.65454899, 3834.29332117])"
5282,"array([4852.26681298, 4552.85274992])"
5283,"array([5241.12206419, 3127.62197076])"
5284,"array([ 2995.40507805, -2926.1400033 ])"
5285,"array([  959.978872 , -4161.6785174])"
5286,"array([2030.35866121, 4442.04015853])"
5287,"array([-267.96115566, -120.00568395])"
5288,"array([-4559.54290833, -3664.0393356 ])"
5289,"array([-3060.75783396,  5870.40754655])"
5290,"array([-4192.13654063,  4803.10617041])"
5291,"array([-5340.63644638,  1708.70756026])"
5292,"array([-2794.09355741,  4288.40043016])"
5293,"array([ 815.71913483, 3493.29624714])"
5294,"array([5.67398615e+00, 7.69624266e+03])"
5295,"array([-4028.59269365, -5365.54297748])"
5296,"array([  812.29128554, -2784.09739141])"
5297,"array([-3647.38340306,   829.43829653])"
5298,"array([ 859.98486364, 4921.47346805])"
5299,"array([ 3367.91472826, -3889.57775878])"
5300,"array([-388.65263042, 2897.29730729])"
5301,"array([-4824.97657631,  3451.91178333])"
5302,"array([185.31881581, 172.11064115])"
5303,"array([1883.39764375, 4737.17484981])"
5304,"array([-1650.0392294, -4209.9983511])"
5305,"array([ 2586.31849586, -1563.84646093])"
5306,"array([-2777.79335115, -5419.63204422])"
5307,"array([-3742.04240911,  4487.00004124])"
5308,"array([  -3.81928738, 3743.46672561])"
5309,"array([-2876.22623732,   435.31862277])"
5310,"array([-783.22064225, 7176.10631761])"
5311,"array([-1926.10348047, -5583.0862303 ])"
5312,"array([ 4296.35554834, -2846.68303569])"
5313,"array([-4508.69847544,  -493.64738064])"
5314,"array([-3548.27628806,  2528.89057929])"
5315,"array([1874.26373546, 4259.0724462 ])"
5316,"array([-2692.80613924,  6795.35581344])"
5317,"array([  -52.90958961, -5637.08283701])"
5318,"array([  830.8120839 , -2227.14644115])"
5319,"array([-4992.497353  ,  3695.26843676])"
5320,"array([-4506.77751023,  1280.26263373])"
5321,"array([-4873.53306458, -1019.87152892])"
5322,"array([2205.42684782, 3526.13742342])"
5323,"array([4300.49753389, 2464.12793656])"
5324,"array([-4909.23243407,  3872.9307474 ])"
5325,"array([3343.32779639, 5166.72291075])"
5326,"array([-3658.56253882,   581.37140291])"
5327,"array([-2595.62670514,  -473.30456532])"
5328,"array([ -104.54282058, -4580.83356174])"
5329,"array([-880.49282466, 7185.924991  ])"
5330,"array([  -78.16803798, -6082.72225332])"
5331,"array([ 3534.80519499, -4805.00045735])"
5332,"array([ 2391.73476034, -1863.94407268])"
5333,"array([-1311.15880526,  2932.36216164])"
5334,"array([2609.96783703, -765.3207067 ])"
5335,"array([4443.92466429, 2120.66314644])"
5336,"array([ 2268.55927493, -3851.70790723])"
5337,"array([-2091.21883936,  4691.63326613])"
5338,"array([ 831.77663529, 3855.99122475])"
5339,"array([-4719.39383133, -1735.83554102])"
5340,"array([-1108.417921  , -4533.53343263])"
5341,"array([-2958.2255691 , -4062.97081131])"
5342,"array([-6924.45567412,   736.95730705])"
5343,"array([-4472.37984905,  5998.20723191])"
5344,"array([-4579.78196152, -2520.61060105])"
5345,"array([2689.57617058, 4327.6332056 ])"
5346,"array([256.86098827,  67.50793364])"
5347,"array([ 5919.38466436, -2052.02759287])"
5348,"array([-1194.55815413, -5239.58330542])"
5349,"array([-1856.7634904 ,  3175.45485541])"
5350,"array([ 2804.52059416, -3859.19659063])"
5351,"array([ 2684.33291934, -1281.56024578])"
5352,"array([-178.84533016,  121.28053882])"
5353,"array([-439.08082268,  491.67641894])"
5354,"array([6680.53072715,  319.59184989])"
5355,"array([376.87171461, 529.42063717])"
5356,"array([ 2846.73121139, -4586.33451633])"
5357,"array([-3382.54846414, -1840.57633721])"
5358,"array([ 1575.88326413, -2552.45696149])"
5359,"array([628.26922308, -34.66967358])"
5360,"array([-567.24076532,  491.38727842])"
