# index, _pos
4287,"array([-5460.92078799,  1912.89581854])"
4288,"array([-10100.03320857,    587.79112541])"
4289,"array([ 4489.10512778, -1302.47931847])"
4290,"array([6643.36787739, 4458.76352161])"
4291,"array([-8286.26011607,   359.33763318])"
4292,"array([3400.92291908, 3516.43976917])"
4293,"array([ 4433.08996698, -1596.81326778])"
4294,"array([ 3155.69436013, -5390.26057768])"
4295,"array([ -767.20354461, -6838.68822864])"
4296,"array([ 6518.00784867, -8326.22527442])"
4297,"array([-3776.49822638,  8016.48512164])"
4298,"array([5455.53707898, 4361.65010459])"
4299,"array([-9908.80554172, -1505.56295144])"
4300,"array([-356.25886045, 6200.06707496])"
4301,"array([-4480.5513066 ,   900.79350474])"
4302,"array([-926.43594851, 9302.00037194])"
4303,"array([-819.87530003,  107.91919282])"
4304,"array([ 5980.6151934 , -2595.01390946])"
4305,"array([ 295.68098423, -446.71047505])"
4306,"array([916.91288224, 853.97114205])"
4307,"array([ 8418.64218518, -2279.16244199])"
4308,"array([ 711.88344379, -702.72012142])"
4309,"array([-6411.82527836,  -269.2703564 ])"
4310,"array([ 1995.96877756, -5027.31072912])"
4311,"array([-4802.56762685,  1796.38404682])"
4312,"array([505.77037546, -67.66645895])"
4313,"array([3875.4162767 , 9909.46019838])"
4314,"array([-744.60824323, 7923.51843126])"
4315,"array([ 5252.10643119, -4832.89553115])"
4316,"array([8480.38561584, 6334.76855167])"
4317,"array([ 1945.86552095, -5073.31797002])"
4318,"array([1585.62457764,  569.76071214])"
4319,"array([ 4834.62382145, -6610.36152426])"
4320,"array([-4776.22836006,  9090.48744918])"
4321,"array([10734.12854214,  -778.27561496])"
4322,"array([1629.90789238, 9599.77694907])"
4323,"array([-1952.42624828,  7164.25453621])"
4324,"array([3051.97863685, 4105.29202983])"
4325,"array([-2792.02295898, -4010.01465151])"
4326,"array([-7823.71015968, -1772.62355521])"
4327,"array([7129.72898025, 3938.8470214 ])"
4328,"array([8370.84281624,  958.3497454 ])"
4329,"array([ 7830.25053203, -5312.95655682])"
4330,"array([ 8840.06467997, -3941.37912521])"
4331,"array([-8155.28597277, -2726.51470185])"
4332,"array([7415.12689001, 2315.43931672])"
4333,"array([  843.97244524, -5475.70959649])"
4334,"array([-201.72238624, 8599.60472218])"
4335,"array([3611.98292388,  874.05601356])"
4336,"array([ 533.29994472, -225.75480569])"
4337,"array([-3085.8479466 ,  7859.35012202])"
4338,"array([-2865.04122416, -1331.33564848])"
4339,"array([  -27.47629401, -5460.82121998])"
4340,"array([-4151.19027391, -1559.74685492])"
4341,"array([8502.02626219, 3053.46142391])"
4342,"array([  349.06987305, -4653.36962156])"
4343,"array([-2869.07012753,   232.68983969])"
4344,"array([-158.7489148 ,  694.91752499])"
4345,"array([6724.24233598, 7800.69914271])"
4346,"array([4059.18673043, 6550.02271836])"
4347,"array([-8466.46858943, -2209.48787181])"
4348,"array([2547.86191456, 8013.20387101])"
4349,"array([ 7824.15640561, -3588.84480049])"
4350,"array([-612.64005701, 4393.89677534])"
4351,"array([-7860.09589986,  1789.33021622])"
4352,"array([-355.23998078, 8934.79901788])"
4353,"array([-3137.08993583, -2313.13893077])"
4354,"array([ -28.05270096, -159.75233792])"
4355,"array([   68.40972635, 11023.23547489])"
4356,"array([-7780.28242881,  2780.25519082])"
4357,"array([-8324.76899182,  4774.7801017 ])"
4358,"array([2726.27959137, 2339.25730191])"
4359,"array([7017.1633207 , 3602.04896043])"
4360,"array([-6420.95593356, -5113.00659178])"
4361,"array([-8882.55328589, -1346.50754569])"
4362,"array([-2228.83023276,  9255.32462372])"
4363,"array([-2240.80578787, -4707.21666653])"
4364,"array([10726.71453185,  3397.82835493])"
4365,"array([-10259.70978651,    464.12938817])"
4366,"array([ -661.43056998, -3012.7831063 ])"
4367,"array([-2040.33046366, -5841.69960554])"
4368,"array([ 454.22204433, 5649.40528987])"
4369,"array([2168.84472554, 8427.2150416 ])"
4370,"array([ 7828.02312511, -1517.3911146 ])"
4371,"array([-1659.25117329,  3098.91631573])"
4372,"array([ 2820.96453075, -2613.80858666])"
4373,"array([-3125.10301409,  6759.14223161])"
4374,"array([-7183.39852445,  2482.36303104])"
4375,"array([10752.75166557,  2255.96623093])"
4376,"array([-2425.63206129,  9669.32826043])"
4377,"array([ -660.64250035, 10641.01283456])"
4378,"array([ 8511.97254777, -5049.71043425])"
4379,"array([ 9026.68644816, -4930.41045353])"
4380,"array([ 8850.7069504 , -1797.75080868])"
4381,"array([7203.08695182,  -82.05492197])"
4382,"array([ 4365.02658733, -8487.51145399])"
4383,"array([-3165.64422248, -5829.81554092])"
4384,"array([-5221.71346952, -3006.44081802])"
4385,"array([-1856.42432448,  1923.50245598])"
4386,"array([-8009.81889971,  3778.72776674])"
4387,"array([132.31472634, 179.34093701])"
4388,"array([ 6663.69352539, -6874.21531189])"
4389,"array([ 146.76705507, -434.64562127])"
4390,"array([-7271.38147164,  7096.11998778])"
4391,"array([  1490.52855446, -10093.49595504])"
4392,"array([ 2202.58322271, -2982.76480631])"
4393,"array([  45.42349964, 8179.91839198])"
4394,"array([616.72216228, 124.12546807])"
4395,"array([3013.5998906 , 7246.67947174])"
4396,"array([-3008.33548589, -4825.89883623])"
4397,"array([3625.64787172, 3847.80859947])"
4398,"array([  129.1864865 , -3999.40349061])"
4399,"array([ 3275.03000575, -5307.99620569])"
4400,"array([-491.29584689,  493.10363943])"
4401,"array([-3240.94337033, -2065.33567571])"
4402,"array([7461.39710672, 2956.5190208 ])"
4403,"array([-7262.45448474,  3107.62107102])"
4404,"array([-840.94394991,   11.54598546])"
4405,"array([  89.36260253, -970.97920178])"
4406,"array([ 8655.41155973, -2464.89071885])"
4407,"array([8737.53311046, 6475.65186471])"
4408,"array([ 4637.04197587, -2099.63295005])"
4409,"array([3407.92478935, 3292.69541895])"
4410,"array([4046.7165693 , 1586.59432834])"
4411,"array([-8048.81587992,  3541.65315543])"
4412,"array([ 2327.6625901 , -4529.01800728])"
4413,"array([-10100.40607475,    878.49146267])"
4414,"array([7629.94587194, 1275.10213221])"
4415,"array([ 144.98895316, 5336.0800847 ])"
4416,"array([-248.91323255, 9648.37764027])"
4417,"array([ 2596.62187041, -4999.58737633])"
4418,"array([6658.39027413, 6970.59032223])"
4419,"array([-6262.99974591, -2749.6057902 ])"
4420,"array([-4892.62771679, -5249.29630941])"
4421,"array([-10442.20719538,   2540.60879871])"
4422,"array([-3834.58579295, -5849.27463609])"
4423,"array([-221.69937128, 5046.23619998])"
4424,"array([6794.97183359, 8229.15406619])"
4425,"array([-5178.45692977,  -273.70330646])"
4426,"array([-3598.03621881, -1128.83082585])"
4427,"array([-7411.39412949,  3247.26153508])"
4428,"array([ -472.51757197, -9794.35569185])"
4429,"array([-7257.6070016 ,  -506.01640736])"
4430,"array([ 5399.97638533, -6063.34415263])"
4431,"array([ 1686.89055883, -8651.12539396])"
4432,"array([-3931.58128646,  9205.2735235 ])"
4433,"array([  65.12719189, 4517.61082008])"
4434,"array([8055.92016724, 1324.99007267])"
4435,"array([7703.89369268, 3810.03237841])"
4436,"array([965.49782755, 423.54686687])"
4437,"array([-5926.59434278,  2971.4432951 ])"
4438,"array([4041.30344621, 1365.13860056])"
4439,"array([  65.75167431, 9063.03228491])"
4440,"array([8466.85262026, 5668.6093461 ])"
4441,"array([-3.02716367e+00,  6.54196855e+03])"
4442,"array([-10367.74583164,   -530.70594659])"
4443,"array([-3122.09069963, -7385.70139128])"
4444,"array([5673.79903699, 3777.28793901])"
4445,"array([-3368.09024961, -4263.38873148])"
4446,"array([-532.17623175,  -42.95828952])"
4447,"array([-10382.92769113,   3036.72903246])"
4448,"array([7623.79600156, 3820.951652  ])"
4449,"array([ 8316.80031706, -1983.15992957])"
4450,"array([1239.18981876, -262.84829415])"
4451,"array([-6140.73434921,  1051.61987253])"
4452,"array([ 6010.07405667, -2984.82236804])"
4453,"array([-5949.7531935, -1348.4847569])"
4454,"array([-4816.19636759,  6577.95071913])"
4455,"array([-4620.68505309,  6018.76632394])"
4456,"array([ 9772.43537361, -3483.88669828])"
4457,"array([ 7298.7537881 , -6973.07815568])"
4458,"array([-5950.34282279, -5315.95020125])"
4459,"array([  -78.18312752, -2206.99223293])"
4460,"array([1874.13892311, 8555.74930188])"
4461,"array([ 4095.06866493, -4763.3692374 ])"
4462,"array([158.92603512, 251.11189079])"
4463,"array([-848.5678347,  278.4821212])"
4464,"array([ 4685.59962649, -1321.28023589])"
4465,"array([-6744.33637209,  2768.13295658])"
4466,"array([-8529.0078988 , -5167.16280651])"
4467,"array([ 3107.02053097, -2606.19910488])"
4468,"array([  804.56966897, -7623.58207438])"
4469,"array([-3022.76564669, -7102.31957695])"
4470,"array([-1112.7862332 ,  7000.59990321])"
4471,"array([ 2635.06664469, -6706.99759938])"
4472,"array([8684.2439402 , -225.29179438])"
4473,"array([-4275.23829944, -2098.75418983])"
4474,"array([-6561.59678042, -5781.18109151])"
4475,"array([-6773.3039927 ,  -436.28411027])"
4476,"array([-205.2631954 ,  450.94686185])"
4477,"array([1623.55820993, 1171.08440642])"
4478,"array([ 338.50978242, 1055.83749759])"
4479,"array([ 3695.07870481, -3601.14806566])"
4480,"array([-5119.98693033, -3794.57686354])"
4481,"array([-5344.01610844,  1724.82495585])"
4482,"array([ 6882.04599315, -4829.27733331])"
4483,"array([-345.90699576,  596.09631866])"
4484,"array([-4696.40865239, -7901.26575459])"
4485,"array([-3532.02788279,  8003.05612247])"
4486,"array([-5857.43511634,  7391.15779622])"
4487,"array([-2453.23217972,  7053.87192723])"
4488,"array([-2316.00536872, -6632.07117601])"
4489,"array([-6759.4644372 ,  3837.88723933])"
4490,"array([  214.67573538, -9710.74502866])"
4491,"array([-348.2551015 , 2887.06953056])"
4492,"array([-3421.69825157,  1204.05724084])"
4493,"array([-3411.08383776, -7883.6606281 ])"
4494,"array([-2258.97893345,  1778.23267973])"
4495,"array([ -694.72990543, -5194.34483082])"
4496,"array([ 5179.24628413, -1166.41078078])"
4497,"array([ 6374.5543559 , -3809.13427494])"
4498,"array([2736.57846077, 9433.27638883])"
4499,"array([9377.29030579,  624.25345495])"
4500,"array([-3497.27879742, -4340.30020918])"
4501,"array([ 2881.25891301, -4598.47350826])"
4502,"array([-1318.92931946,  7637.62583527])"
4503,"array([226.4504436 ,  23.17623438])"
4504,"array([7913.53239705, 2754.30014312])"
4505,"array([-1439.21958475, -7977.09700917])"
4506,"array([ 8074.8726702 , -4702.12177724])"
4507,"array([-6539.8431125 ,  4928.82427149])"
4508,"array([ 8519.50685447, -3848.4259682 ])"
4509,"array([ 8838.85726533, -3794.41162424])"
4510,"array([8058.14308437, 2498.31907714])"
4511,"array([-5191.80478596, -4996.94119236])"
4512,"array([5756.8665451 , 3686.29870246])"
4513,"array([-8507.00596193,  -819.89589807])"
4514,"array([-3086.71348619, -5645.61317953])"
4515,"array([5309.9434281 ,   67.44140669])"
4516,"array([1439.91955647, 8525.1392625 ])"
4517,"array([ 1031.42321801, -9737.42726238])"
4518,"array([-2980.92875718, -3434.16201079])"
4519,"array([-2302.3153801 , -1132.25863064])"
4520,"array([5067.60071727, -756.53059484])"
4521,"array([201.68054229,  48.89204471])"
4522,"array([-7092.67497679, -3836.38670873])"
4523,"array([-4639.52584588,  7782.48044629])"
4524,"array([-2984.10423292,  4785.40558757])"
4525,"array([1938.58691234, 7925.73689344])"
4526,"array([ 577.7176871 , -570.27955125])"
4527,"array([ 9747.28858024, -4530.23718022])"
4528,"array([536.87455304, 294.79334192])"
4529,"array([-8487.23509671,   547.58195831])"
4530,"array([4116.8343844 , 1556.53327358])"
4531,"array([ 5160.35387004, -5010.71222588])"
4532,"array([-7244.88595003,  3727.0677614 ])"
4533,"array([ 323.72655874, -112.12913742])"
4534,"array([-3311.01937383,  9422.41800862])"
4535,"array([ 620.82581324, -640.41443779])"
4536,"array([  405.50926129, -1343.3158882 ])"
4537,"array([7103.28544594, 8856.41757432])"
4538,"array([-8373.98261611,  2047.65401435])"
4539,"array([2479.25122813, 3775.93629366])"
4540,"array([-2310.92169497, -7939.83067219])"
4541,"array([-5940.02306569,  4220.83658222])"
4542,"array([  161.52371359, -6532.69817404])"
4543,"array([ 315.20796444, -347.53212082])"
4544,"array([-9569.17397657,   946.91563131])"
4545,"array([-5099.50003983,  -461.29712747])"
4546,"array([ 1603.51824003, -5994.8630726 ])"
4547,"array([10593.29323265,  3059.38026827])"
4548,"array([-3549.63358725, -5359.95951579])"
4549,"array([1751.64725331, 5261.65497047])"
4550,"array([-687.81661218, -154.25128426])"
4551,"array([2864.47945732, 8463.60601029])"
4552,"array([-1762.7072957 , -8123.51194111])"
4553,"array([1032.96365951,  432.47009102])"
4554,"array([ 647.63632465, 1007.77903743])"
4555,"array([ 4508.17127172, -2156.06067393])"
4556,"array([-1100.04794868, -4748.4095406 ])"
4557,"array([ 3716.64146736, -6572.93682629])"
4558,"array([ -782.64794371, -8330.44377147])"
4559,"array([-6775.40181846,  3621.5620612 ])"
4560,"array([-8762.19638794, -3840.41731202])"
4561,"array([-525.53820999,  288.40031412])"
4562,"array([5432.28868789, 9788.92163759])"
4563,"array([-4325.59811326, -8789.44793776])"
4564,"array([ 1448.99632221, -8673.40559421])"
4565,"array([-6052.19574156,  2351.25874966])"
4566,"array([4877.08168296,  395.60250979])"
4567,"array([-1064.15772826, -8624.19972094])"
4568,"array([-618.28622886, 9490.74900606])"
4569,"array([5367.30131738, -897.17718884])"
4570,"array([ 7703.86966867, -4067.49917899])"
4571,"array([ 2613.27390996, -9885.94285104])"
4572,"array([ 3441.43481348, -1848.33042505])"
4573,"array([7272.20206282,  114.85002864])"
4574,"array([-8646.97925845, -2431.47619032])"
4575,"array([-3087.37621508, -9541.27386162])"
4576,"array([-6833.07118189,  -234.2646682 ])"
4577,"array([-3999.11180971,  5686.0855014 ])"
4578,"array([3913.62263504,  390.04310486])"
4579,"array([1347.14486813, 6586.59376906])"
4580,"array([2428.24170777, 4092.4176153 ])"
4581,"array([  223.35491296, -3784.18055386])"
4582,"array([  1610.68221474, -10863.36409565])"
4583,"array([-7806.39608382,  1059.32203234])"
4584,"array([1093.31090216, 7960.38340431])"
4585,"array([-3410.65824702,   615.80470071])"
4586,"array([-6187.46989866, -7905.02579856])"
4587,"array([5817.07526234, 3027.31900751])"
4588,"array([8925.96381102, 3543.41114639])"
4589,"array([-7841.99523797, -6855.44646256])"
4590,"array([-5403.06786827, -2016.7562646 ])"
4591,"array([-1300.74013055, -6627.68976637])"
4592,"array([2908.41519654, 9916.27199338])"
4593,"array([   68.10444704, -9600.36922442])"
4594,"array([ -303.99175616, -9747.4386492 ])"
4595,"array([-180.48003043, 6075.94553569])"
4596,"array([-3328.69703007,  7791.9474268 ])"
4597,"array([1082.18496076, 8152.35606821])"
4598,"array([-2309.32259192,  6592.05486403])"
4599,"array([-5876.67779129, -1839.73531708])"
4600,"array([7230.93324188, 2926.72833956])"
4601,"array([-3300.46336531,  2312.4350935 ])"
4602,"array([ 496.76264428, 3915.6233317 ])"
4603,"array([-2068.5103493 ,  3905.93880793])"
4604,"array([-4766.34096132,  7404.51038846])"
4605,"array([-9786.25219702, -1743.88465686])"
4606,"array([-2738.94701565, -3222.57120744])"
4607,"array([-8030.23670623,  2190.96340244])"
4608,"array([5131.66921287, 2078.71853412])"
4609,"array([ 7463.05222524, -1970.38802309])"
4610,"array([-4854.79231089, 10046.28604257])"
4611,"array([-10201.49802226,    620.5428265 ])"
4612,"array([-3357.73310568,  3247.31002158])"
4613,"array([-2486.23576734,  6425.72663368])"
4614,"array([-5889.89199784, -5537.76218257])"
4615,"array([-3956.35414256, -6087.38375962])"
4616,"array([6404.30524976, -580.36315512])"
4617,"array([ 4679.14697716, -2313.80763314])"
4618,"array([  2328.06747663, -10227.68933614])"
4619,"array([ 7761.14795755, -6338.17669459])"
4620,"array([ 4577.38023233, 10212.51504204])"
4621,"array([345.66571607, 261.84639637])"
4622,"array([-1674.24332449,  8001.66409463])"
4623,"array([   5.12919604, -869.48160954])"
4624,"array([-6639.87804468,  6794.08858229])"
4625,"array([6208.6428711 , 7186.85502609])"
4626,"array([-5795.58488379,  1331.14183582])"
4627,"array([ 6417.38011046, -2278.24552496])"
4628,"array([-4147.72054563,   981.22615908])"
4629,"array([-5201.58025202,  1734.14944938])"
4630,"array([2062.16028414, 4279.0447732 ])"
4631,"array([ -400.53030849, -8015.80020287])"
4632,"array([503.13967253, 553.6185817 ])"
4633,"array([7950.68759537, 1676.63390857])"
4634,"array([-6694.6800612 , -2281.40447443])"
4635,"array([-2408.27136024, -2736.43921738])"
4636,"array([5008.72581492, 3557.41610892])"
4637,"array([-9553.17981941,  1340.51981569])"
4638,"array([-3008.48518298,  -338.05336343])"
4639,"array([2699.65546679, 8202.19562266])"
4640,"array([-3747.77411879,  7497.47282854])"
4641,"array([-8172.25117565,  2988.59981846])"
4642,"array([1911.7468426, 7214.2689374])"
4643,"array([-2459.67635686, -9977.73474439])"
4644,"array([ 7364.21290597, -8273.44653109])"
4645,"array([2470.43420238, 5011.12987833])"
4646,"array([-8938.73923688,  -122.04596493])"
4647,"array([ -564.62360643, -7270.31239576])"
4648,"array([ 474.76325823, 5357.26015635])"
4649,"array([-9626.90055715,  2362.789289  ])"
4650,"array([-478.8315261 , 2709.07839286])"
4651,"array([ 936.77894831, -256.46335269])"
4652,"array([  2207.8234971, -10763.2475413])"
4653,"array([-3673.64918644, -4690.32162489])"
4654,"array([1139.47406723, -413.60572453])"
4655,"array([-605.97544751, 6788.01512527])"
4656,"array([ 6627.4332241 , -7307.54644729])"
4657,"array([-6518.09257731,   838.41003522])"
4658,"array([-4368.39782332,  -197.86523903])"
4659,"array([5132.98977208, -351.39358391])"
4660,"array([-435.00067877,   60.46287582])"
4661,"array([-220.24021068, -839.56647169])"
4662,"array([8414.85268282, 3883.64142955])"
4663,"array([  638.77567526, -6670.97478404])"
4664,"array([9675.10480085, 4863.61550128])"
4665,"array([-2878.37525705,  2474.20074243])"
4666,"array([-3465.21207164,  4220.81354647])"
4667,"array([-1004.55409149,  6821.93475696])"
4668,"array([-6910.72227271, -4323.29637224])"
4669,"array([2514.87958681, 9337.78557804])"
4670,"array([-4488.31646568, -5444.66794091])"
4671,"array([ 5233.64846433, -3238.54711172])"
4672,"array([6683.72602565, 7706.74279698])"
4673,"array([-751.23093469, 6809.52307446])"
4674,"array([706.36581319, -26.4812667 ])"
4675,"array([ 7509.58200051, -2633.09058057])"
4676,"array([-3676.94033296,  -456.1975427 ])"
4677,"array([-9770.0845462 , -1173.97893064])"
4678,"array([ 7419.62869425, -3397.31137231])"
4679,"array([7704.24432207, 1237.16248185])"
4680,"array([-6852.30059632,  5324.63818209])"
4681,"array([11336.32612957,  -497.49153648])"
4682,"array([-6866.86957912,  8199.24135954])"
4683,"array([ -27.38714384, -803.39665984])"
4684,"array([-2603.91530829,  2431.07863136])"
4685,"array([1691.7226152 ,  737.34323744])"
4686,"array([-4043.93615233, -1898.44706869])"
4687,"array([  2438.30974177, -10465.38890135])"
4688,"array([8537.58918921, 2791.97120831])"
4689,"array([8140.70013831, 6267.95063524])"
4690,"array([481.12383427, 765.55913326])"
4691,"array([ 3248.84342336, -9357.76621585])"
4692,"array([-9632.33639952,  1099.90497713])"
4693,"array([ 5199.79370607, -8831.97285278])"
4694,"array([  169.85887219, -4949.59774679])"
4695,"array([-4635.22574111,  8471.64016079])"
4696,"array([-2212.2409016 , -5330.70153216])"
4697,"array([ 1284.85910657, -8443.28086908])"
4698,"array([-3583.89917488,  2004.56282316])"
4699,"array([ 9550.47276704, -1889.28244429])"
4700,"array([604.6456823 , 596.02576152])"
4701,"array([ 189.34306333, -408.61441482])"
4702,"array([2359.17003215, 3323.2476151 ])"
4703,"array([-9342.13681598, -5280.27043766])"
4704,"array([1683.04535307,   17.14932453])"
4705,"array([-1895.10864831, -9397.06108654])"
4706,"array([3424.18503174, 5950.54784314])"
4707,"array([483.29345099, 204.32442818])"
4708,"array([ 3173.67332604, -6170.60048261])"
4709,"array([-3006.44899899,   326.27163919])"
4710,"array([  2355.55070164, -10131.15604447])"
4711,"array([ 8546.10501347, -3208.11233956])"
4712,"array([751.33759503, 904.00532492])"
4713,"array([4633.60334041, 2049.99086217])"
4714,"array([ -772.99776623, -4723.87403001])"
4715,"array([2712.26692142, 4353.93208   ])"
4716,"array([-5887.63784514, -1564.00107319])"
4717,"array([-8568.41808498,    33.30738137])"
4718,"array([-2354.99052583, -6367.12557712])"
4719,"array([229.15222247, 371.65448634])"
4720,"array([6019.42657209, 8242.84718131])"
4721,"array([-838.62824676, 4543.09893043])"
4722,"array([ 5482.32377921, -3997.87950368])"
4723,"array([242.98024642, 581.39007108])"
4724,"array([ 2420.59587887, -4184.22378062])"
4725,"array([ 8197.40611754, -4151.1884005 ])"
4726,"array([1471.21728429,  138.79121139])"
4727,"array([1368.49802211, 1703.90209132])"
4728,"array([ 938.74535676, 9250.48635573])"
4729,"array([-2106.35268848,  2260.70983624])"
4730,"array([-4691.59462705,  8002.43096921])"
4731,"array([-4439.8619008 , -1710.63083283])"
4732,"array([-9176.37257531,  2913.39631704])"
4733,"array([5579.99257604, 1504.74349701])"
4734,"array([3236.46878828, 8239.84737467])"
4735,"array([ 2307.20551426, -6866.52423878])"
4736,"array([ 722.27354487, 9616.522746  ])"
4737,"array([-7568.36778069, -2994.06332577])"
4738,"array([2452.22347558, 8498.22273711])"
4739,"array([ 2759.74316671, -2206.0368477 ])"
4740,"array([ 6175.79670551, -2135.63506596])"
4741,"array([5901.89274598, 1901.92980807])"
4742,"array([ 7507.8952051 , -1777.77309632])"
4743,"array([-2780.61970588, -3786.37739125])"
4744,"array([-6325.32796567, -6593.98379625])"
4745,"array([ 2055.56372744, -5469.17422053])"
4746,"array([-5898.33262554,  2392.60401899])"
4747,"array([-1357.64439253, -3622.44234294])"
4748,"array([-9314.16779998, -1247.89948083])"
4749,"array([-2919.01346495, -4183.27139387])"
4750,"array([   200.04118993, -10886.03346638])"
4751,"array([3539.03872002, -511.20806349])"
4752,"array([-1608.06881535, -7322.00998303])"
4753,"array([-1275.09230954,  9682.57790987])"
4754,"array([8671.75455893, 1762.82243773])"
4755,"array([6645.10475685, 1678.47656549])"
4756,"array([-2005.10645753, -2820.78296614])"
4757,"array([2938.32422969, 7120.1906537 ])"
4758,"array([5567.31058617, 5695.47737294])"
4759,"array([10472.04433252, -4280.69110117])"
4760,"array([ 1564.48045579, -7876.2883803 ])"
4761,"array([-4755.20229387,  -632.53992991])"
4762,"array([8724.38971761, 6274.70357807])"
4763,"array([513.38944197, 659.70231217])"
4764,"array([ 2995.93934954, -5056.10751906])"
4765,"array([-1585.75403624, -4021.75504904])"
4766,"array([ -1006.10545536, -10263.96048106])"
4767,"array([-7218.71025202,  -919.60863846])"
4768,"array([-2747.29823945, -7799.9252058 ])"
4769,"array([-2.05312912e+00, -5.73127562e+03])"
4770,"array([-208.92093062, -132.53132662])"
4771,"array([-788.76858471,  942.33721327])"
4772,"array([ 3691.29228383, -3034.84039861])"
4773,"array([-2973.02708678, -5403.63710731])"
4774,"array([-2043.15006131, -3735.25336742])"
4775,"array([7464.84365758, 6265.04444801])"
4776,"array([-691.02312118,  171.0098082 ])"
4777,"array([-1350.43329532, -9150.02631641])"
4778,"array([-6047.10156412, -1446.67494563])"
4779,"array([  20.1480846 , 6144.38362159])"
4780,"array([ 3801.6293189 , -1781.91778917])"
4781,"array([ 4264.07804958, -5253.84579107])"
4782,"array([ 158.32144826, 7507.43716366])"
4783,"array([313.26030237, 817.84395991])"
4784,"array([-367.47308068, -924.0320584 ])"
4785,"array([-3720.1603419 ,  5436.91207705])"
4786,"array([ 2523.80565229, -5380.27118786])"
4787,"array([ 3227.07173654, -4710.84126975])"
4788,"array([ 8625.37554729, -2289.38428709])"
4789,"array([ 3737.18368951, -4543.70292238])"
4790,"array([ 7880.3922555 , -6004.87658291])"
4791,"array([11331.88207376,  -656.75420335])"
4792,"array([ 7342.88502736, -7597.03753658])"
4793,"array([1005.92904533,  368.5914786 ])"
4794,"array([1088.98249279,  658.28537009])"
4795,"array([  18.88693   , -718.05186978])"
4796,"array([4058.30503203, 8306.20630211])"
4797,"array([-8612.85289799,  1473.46357653])"
4798,"array([-740.85962479,  443.29933238])"
4799,"array([-5872.30730927,    -6.74051904])"
4800,"array([1937.62795558, 2461.23015422])"
4801,"array([-4331.64930492,  5399.44248546])"
4802,"array([-9163.68340957,  -936.43900849])"
4803,"array([6859.65982983, 1801.73039642])"
4804,"array([-4264.15650901,  7792.18207527])"
4805,"array([ 2095.69886315, -3077.66478425])"
4806,"array([ 2220.40105177, -4227.70844392])"
4807,"array([ 6066.66978762, -5358.13960475])"
4808,"array([490.93240602, 614.85210042])"
4809,"array([7836.83548534, 4958.92893462])"
4810,"array([-7918.97280186, -3556.93300268])"
4811,"array([ 8599.57937542, -3498.99925191])"
4812,"array([-3659.45010924, -8946.6653711 ])"
4813,"array([-4267.60330471,  1652.38561076])"
4814,"array([-237.7001136 , 3126.13830986])"
4815,"array([-5231.98728118, -1791.68706477])"
4816,"array([ 1680.18182674, -6546.29056703])"
4817,"array([-2037.20672794, -4476.1263195 ])"
4818,"array([ -177.88591315, -3519.49609671])"
4819,"array([ 1753.22414426, -9814.25641066])"
4820,"array([  371.03750365, -8151.63151215])"
4821,"array([ 3341.90032958, -5677.5128671 ])"
4822,"array([-2789.40502561, -3623.62429827])"
4823,"array([-8868.89686504,   203.31775878])"
4824,"array([-4648.02003195, -5394.44974143])"
4825,"array([539.83368563, -77.40357153])"
4826,"array([9126.16270415, 3420.16985316])"
4827,"array([-2331.47379664, -1614.58659464])"
4828,"array([ 9979.37087578, -5246.63015864])"
4829,"array([ -551.63990863, -6646.16541672])"
4830,"array([-4874.90432006, -4808.49567499])"
4831,"array([ 9057.1951217 , -6582.66221981])"
4832,"array([-2677.58031269,  4396.25516404])"
4833,"array([-3710.62487379,  -582.14203571])"
4834,"array([5616.03638024, 1825.96321546])"
4835,"array([3280.8319029 , 7282.01217025])"
4836,"array([-4266.08667825,   465.31772278])"
4837,"array([-6264.37927687,  2245.95066117])"
4838,"array([-6855.32669403,  5247.98583676])"
4839,"array([5017.72646895, 6604.44593202])"
4840,"array([3714.70396111, 9002.03361327])"
4841,"array([4465.27004686, 3532.73412644])"
4842,"array([ 608.27170174, -387.56539349])"
4843,"array([ 2093.05641751, 10547.8182432 ])"
4844,"array([-4720.54726117, -1714.04724419])"
4845,"array([ 4542.28500506, -8045.25277125])"
4846,"array([-4672.98469038,  1931.50520543])"
4847,"array([-3161.53920639, -5633.986336  ])"
4848,"array([ 7941.40188609, -1029.7552611 ])"
4849,"array([-6633.82387115,  7103.09332669])"
4850,"array([1064.94028507, 4754.61929801])"
4851,"array([-3938.84845377,  2848.57127198])"
4852,"array([-4914.55592995, -1230.54309907])"
4853,"array([6543.83462086, 2235.6997012 ])"
4854,"array([ 6875.30965866, -7031.10958859])"
4855,"array([-6255.20349915,  2406.15073587])"
4856,"array([-4302.83854487,  2002.80815966])"
4857,"array([ 406.73037652, 7053.49007647])"
4858,"array([-5450.63678481, -5280.23408925])"
4859,"array([4892.80407798, 6765.20032026])"
4860,"array([-1393.75750148, -9564.96849917])"
4861,"array([-8911.86042225,  3502.8099359 ])"
4862,"array([ 2356.60668732, -2724.55889729])"
4863,"array([5214.65479757, 7992.97447723])"
4864,"array([-3688.45366387,  6440.5477207 ])"
4865,"array([-7132.73472787,   222.9364275 ])"
4866,"array([ 892.09490454, -162.10279094])"
4867,"array([ 784.87583274, -207.53686911])"
4868,"array([-6810.43281802, -2010.75769739])"
4869,"array([1148.67482101,  949.95318055])"
4870,"array([ 7808.05715451, -5961.35459593])"
